Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Educational Level,Non-Workers - Persons,Non-Workers - Males,Non-Workers - Females,Main Activity Students - Persons,Main Activity Students - Males,Main Activity Students - Females,Main Activity Household Duties - Persons,Main Activity Household Duties - Males,Main Activity Household Duties - Females,Main Activity Dependents - Persons,Main Activity Dependents - Males,Main Activity Dependents - Females,Main Activity Pensioners - Persons,Main Activity Pensioners - Males,Main Activity Pensioners - Females,Main Activity Rentiers - Persons,Main Activity Rentiers - Males,Main Activity Rentiers - Females,"Main Activity Beggars, Vagrants etc. - Persons","Main Activity Beggars, Vagrants etc. - Males","Main Activity Beggars, Vagrants etc. - Females",Main Activity Others - Persons,Main Activity Others - Males,Main Activity Others - Females
B0515,15,0,State - Mizoram,Total,Graduate and above other than Technical Degree,10914,4679,6235,3973,1938,2035,2134,171,1963,338,211,127,681,578,103,49,33,16,1,0,1,3738,1748,1990
B0515,15,0,State - Mizoram,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1559,970,589,679,430,249,130,15,115,19,14,5,270,248,22,4,2,2,0,0,0,457,261,196
B0515,15,0,State - Mizoram,Rural,Total,273053,124044,149009,132831,70178,62653,35376,2026,33350,96299,47308,48991,1652,1105,547,145,72,73,28,21,7,6722,3334,3388
B0515,15,0,State - Mizoram,Rural,Illiterate,120864,55507,65357,21635,11057,10578,9570,592,8978,88283,43326,44957,236,74,162,89,37,52,17,12,5,1034,409,625
B0515,15,0,State - Mizoram,Rural,Literate,152189,68537,83652,111196,59121,52075,25806,1434,24372,8016,3982,4034,1416,1031,385,56,35,21,11,9,2,5688,2925,2763
B0515,15,0,State - Mizoram,Rural,Literate but below Matric/Secondary,132525,59605,72920,98550,52300,46250,22445,1262,21183,6876,3389,3487,1133,798,335,52,32,20,10,9,1,3459,1815,1644
B0515,15,0,State - Mizoram,Rural,Matric/Secondary but below Graduate,15609,7239,8370,11385,6138,5247,2210,107,2103,435,237,198,153,126,27,1,1,0,1,0,1,1424,630,794
B0515,15,0,State - Mizoram,Rural,Technical Diploma or Certificate not equal to Degree,53,27,26,23,12,11,11,1,10,1,1,0,4,3,1,0,0,0,0,0,0,14,10,4
B0515,15,0,State - Mizoram,Rural,Graduate and above other than Technical Degree,1466,732,734,619,352,267,246,26,220,48,31,17,35,33,2,0,0,0,0,0,0,518,290,228
B0515,15,0,State - Mizoram,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,169,121,48,49,31,18,12,1,11,7,7,0,39,37,2,0,0,0,0,0,0,62,45,17
B0515,15,0,State - Mizoram,Urban,Total,337448,140555,196893,173185,86906,86279,63578,3703,59875,69047,34345,34702,6976,4615,2361,962,428,534,16,9,7,23684,10549,13135
B0515,15,0,State - Mizoram,Urban,Illiterate,82274,40368,41906,22528,11294,11234,2206,209,1997,56889,28579,28310,162,52,110,57,19,38,4,2,2,428,213,215
B0515,15,0,State - Mizoram,Urban,Literate,255174,100187,154987,150657,75612,75045,61372,3494,57878,12158,5766,6392,6814,4563,2251,905,409,496,12,7,5,23256,10336,12920
B0515,15,0,State - Mizoram,Urban,Literate but below Matric/Secondary,178276,69533,108743,107100,54341,52759,45074,2516,42558,9491,4440,5051,4441,2831,1610,666,278,388,8,5,3,11496,5122,6374
B0515,15,0,State - Mizoram,Urban,Matric/Secondary but below Graduate,62530,24735,37795,38809,18911,19898,12967,743,12224,1719,894,825,1292,856,436,162,89,73,2,1,1,7579,3241,4338
B0515,15,0,State - Mizoram,Urban,Technical Diploma or Certificate not equal to Degree,431,177,254,230,90,140,41,4,37,7,3,4,64,43,21,1,1,0,0,0,0,88,36,52
B0515,15,0,State - Mizoram,Urban,Graduate and above other than Technical Degree,9448,3947,5501,3354,1586,1768,1888,145,1743,290,180,110,646,545,101,49,33,16,1,0,1,3220,1458,1762
B0515,15,0,State - Mizoram,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,1390,849,541,630,399,231,118,14,104,12,7,5,231,211,20,4,2,2,0,0,0,395,216,179
B0515,16,0,State - Tripura,Total,Total,2204396,829050,1375346,902585,471046,431539,353318,7681,345637,533629,241120,292509,62007,30247,31760,3875,1575,2300,1358,557,801,347624,76824,270800
B0515,16,0,State - Tripura,Total,Illiterate,651950,271223,380727,110130,56485,53645,57538,2020,55518,431554,202658,228896,16366,3640,12726,1551,537,1014,684,169,515,34127,5714,28413
B0515,16,0,State - Tripura,Total,Literate,1552446,557827,994619,792455,414561,377894,295780,5661,290119,102075,38462,63613,45641,26607,19034,2324,1038,1286,674,388,286,313497,71110,242387
B0515,16,0,State - Tripura,Total,Literate but below Matric/Secondary,1172391,419895,752496,658889,339134,319755,216656,4121,212535,77450,29033,48417,22354,10399,11955,1577,636,941,521,297,224,194944,36275,158669
B0515,16,0,State - Tripura,Total,Matric/Secondary but below Graduate,256685,101274,155411,117687,66473,51214,44225,824,43401,9871,4183,5688,11077,7989,3088,388,228,160,39,32,7,73398,21545,51853
B0515,16,0,State - Tripura,Total,Technical Diploma or Certificate not equal to Degree,2512,1744,768,1396,929,467,85,6,79,70,54,16,283,267,16,3,3,0,0,0,0,675,485,190
B0515,16,0,State - Tripura,Total,Graduate and above other than Technical Degree,48172,17552,30620,7182,3960,3222,9301,187,9114,2170,920,1250,6630,5168,1462,96,54,42,14,12,2,22779,7251,15528
B0515,16,0,State - Tripura,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,4671,2902,1769,1539,995,544,252,14,238,152,92,60,1082,828,254,8,7,1,0,0,0,1638,966,672
B0515,16,0,State - Tripura,Rural,Total,1596388,619406,976982,685664,359520,326144,238535,5948,232587,413983,190425,223558,34412,14367,20045,1993,801,1192,954,403,551,220847,47942,172905
B0515,16,0,State - Tripura,Rural,Illiterate,525882,217729,308153,84473,43226,41247,47755,1682,46073,349383,164292,185091,14471,3235,11236,1143,413,730,480,128,352,28177,4753,23424
B0515,16,0,State - Tripura,Rural,Literate,1070506,401677,668829,601191,316294,284897,190780,4266,186514,64600,26133,38467,19941,11132,8809,850,388,462,474,275,199,192670,43189,149481
B0515,16,0,State - Tripura,Rural,Literate but below Matric/Secondary,862621,322669,539952,516338,266846,249492,150121,3292,146829,50177,20440,29737,13371,6675,6696,649,286,363,373,215,158,131592,24915,106677
B0515,16,0,State - Tripura,Rural,Matric/Secondary but below Graduate,145650,62096,83554,76184,44388,31796,21163,515,20648,5031,2261,2770,3024,2511,513,77,47,30,21,19,2,40150,12355,27795
B0515,16,0,State - Tripura,Rural,Technical Diploma or Certificate not equal to Degree,661,468,193,415,310,105,25,4,21,20,13,7,19,17,2,0,0,0,0,0,0,182,124,58
B0515,16,0,State - Tripura,Rural,Graduate and above other than Technical Degree,14597,6283,8314,3749,2293,1456,1952,78,1874,651,327,324,857,766,91,3,2,1,7,7,0,7378,2810,4568
B0515,16,0,State - Tripura,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,850,579,271,361,269,92,60,3,57,32,25,7,81,78,3,1,1,0,0,0,0,315,203,112
B0515,16,0,State - Tripura,Urban,Total,608008,209644,398364,216921,111526,105395,114783,1733,113050,119646,50695,68951,27595,15880,11715,1882,774,1108,404,154,250,126777,28882,97895
B0515,16,0,State - Tripura,Urban,Illiterate,126068,53494,72574,25657,13259,12398,9783,338,9445,82171,38366,43805,1895,405,1490,408,124,284,204,41,163,5950,961,4989
B0515,16,0,State - Tripura,Urban,Literate,481940,156150,325790,191264,98267,92997,105000,1395,103605,37475,12329,25146,25700,15475,10225,1474,650,824,200,113,87,120827,27921,92906
B0515,16,0,State - Tripura,Urban,Literate but below Matric/Secondary,309770,97226,212544,142551,72288,70263,66535,829,65706,27273,8593,18680,8983,3724,5259,928,350,578,148,82,66,63352,11360,51992
B0515,16,0,State - Tripura,Urban,Matric/Secondary but below Graduate,111035,39178,71857,41503,22085,19418,23062,309,22753,4840,1922,2918,8053,5478,2575,311,181,130,18,13,5,33248,9190,24058
B0515,16,0,State - Tripura,Urban,Technical Diploma or Certificate not equal to Degree,1851,1276,575,981,619,362,60,2,58,50,41,9,264,250,14,3,3,0,0,0,0,493,361,132
B0515,16,0,State - Tripura,Urban,Graduate and above other than Technical Degree,33575,11269,22306,3433,1667,1766,7349,109,7240,1519,593,926,5773,4402,1371,93,52,41,7,5,2,15401,4441,10960
B0515,16,0,State - Tripura,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,3821,2323,1498,1178,726,452,192,11,181,120,67,53,1001,750,251,7,6,1,0,0,0,1323,763,560
B0515,17,0,State - Meghalaya,Total,Total,1781270,788123,993147,895859,444380,451479,213820,12015,201805,590272,291771,298501,13867,7521,6346,2272,652,1620,328,137,191,64852,31647,33205
B0515,17,0,State - Meghalaya,Total,Illiterate,808713,374769,433944,176427,89824,86603,71577,5532,66045,542463,271047,271416,2096,599,1497,832,246,586,259,94,165,15059,7427,7632
B0515,17,0,State - Meghalaya,Total,Literate,972557,413354,559203,719432,354556,364876,142243,6483,135760,47809,20724,27085,11771,6922,4849,1440,406,1034,69,43,26,49793,24220,25573
B0515,17,0,State - Meghalaya,Total,Literate but below Matric/Secondary,766449,330910,435539,598193,295764,302429,102024,4796,97228,34655,14903,19752,4860,2722,2138,848,196,652,49,33,16,25820,12496,13324
B0515,17,0,State - Meghalaya,Total,Matric/Secondary but below Graduate,147004,59951,87053,101603,48995,52608,24063,876,23187,4861,1861,3000,3200,1895,1305,369,129,240,8,5,3,12900,6190,6710
B0515,17,0,State - Meghalaya,Total,Technical Diploma or Certificate not equal to Degree,1159,624,535,730,406,324,64,4,60,33,18,15,95,61,34,0,0,0,0,0,0,237,135,102
B0515,17,0,State - Meghalaya,Total,Graduate and above other than Technical Degree,25515,8951,16564,9097,4176,4921,6022,156,5866,1251,424,827,2697,1700,997,143,57,86,1,0,1,6304,2438,3866
B0515,17,0,State - Meghalaya,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,3237,1485,1752,1554,789,765,417,24,393,127,52,75,365,232,133,16,6,10,0,0,0,758,382,376
B0515,17,0,State - Meghalaya,Rural,Total,1397981,632448,765533,679596,337328,342268,146866,9967,136899,520974,259581,261393,4968,2554,2414,867,334,533,273,103,170,44437,22581,21856
B0515,17,0,State - Meghalaya,Rural,Illiterate,704893,328315,376578,143015,72678,70337,60141,5017,55124,486243,243367,242876,1326,336,990,517,198,319,227,74,153,13424,6645,6779
B0515,17,0,State - Meghalaya,Rural,Literate,693088,304133,388955,536581,264650,271931,86725,4950,81775,34731,16214,18517,3642,2218,1424,350,136,214,46,29,17,31013,15936,15077
B0515,17,0,State - Meghalaya,Rural,Literate but below Matric/Secondary,586736,259202,327534,470822,232619,238203,68415,3880,64535,26101,11907,14194,2186,1260,926,251,87,164,36,23,13,18925,9426,9499
B0515,17,0,State - Meghalaya,Rural,Matric/Secondary but below Graduate,75336,32125,43211,54974,26431,28543,9994,510,9484,2357,1028,1329,900,602,298,55,30,25,3,3,0,7053,3521,3532
B0515,17,0,State - Meghalaya,Rural,Technical Diploma or Certificate not equal to Degree,275,150,125,172,93,79,20,2,18,11,6,5,11,9,2,0,0,0,0,0,0,61,40,21
B0515,17,0,State - Meghalaya,Rural,Graduate and above other than Technical Degree,7124,2722,4402,3254,1555,1699,1380,53,1327,337,149,188,273,193,80,8,7,1,0,0,0,1872,765,1107
B0515,17,0,State - Meghalaya,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,706,329,377,358,188,170,96,5,91,27,15,12,42,28,14,2,2,0,0,0,0,181,91,90
B0515,17,0,State - Meghalaya,Urban,Total,383289,155675,227614,216263,107052,109211,66954,2048,64906,69298,32190,37108,8899,4967,3932,1405,318,1087,55,34,21,20415,9066,11349
B0515,17,0,State - Meghalaya,Urban,Illiterate,103820,46454,57366,33412,17146,16266,11436,515,10921,56220,27680,28540,770,263,507,315,48,267,32,20,12,1635,782,853
B0515,17,0,State - Meghalaya,Urban,Literate,279469,109221,170248,182851,89906,92945,55518,1533,53985,13078,4510,8568,8129,4704,3425,1090,270,820,23,14,9,18780,8284,10496
B0515,17,0,State - Meghalaya,Urban,Literate but below Matric/Secondary,179713,71708,108005,127371,63145,64226,33609,916,32693,8554,2996,5558,2674,1462,1212,597,109,488,13,10,3,6895,3070,3825
B0515,17,0,State - Meghalaya,Urban,Matric/Secondary but below Graduate,71668,27826,43842,46629,22564,24065,14069,366,13703,2504,833,1671,2300,1293,1007,314,99,215,5,2,3,5847,2669,3178
B0515,17,0,State - Meghalaya,Urban,Technical Diploma or Certificate not equal to Degree,884,474,410,558,313,245,44,2,42,22,12,10,84,52,32,0,0,0,0,0,0,176,95,81
B0515,17,0,State - Meghalaya,Urban,Graduate and above other than Technical Degree,18391,6229,12162,5843,2621,3222,4642,103,4539,914,275,639,2424,1507,917,135,50,85,1,0,1,4432,1673,2759
B0515,17,0,State - Meghalaya,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,2531,1156,1375,1196,601,595,321,19,302,100,37,63,323,204,119,14,4,10,0,0,0,577,291,286
B0515,18,0,State - Assam,Total,Total,19235886,7397883,11838003,7341492,3750540,3590952,4275486,216433,4059053,5699285,2651127,3048158,242703,135129,107574,16821,7357,9464,20314,6603,13711,1639785,630694,1009091
B0515,18,0,State - Assam,Total,Illiterate,8166257,3065412,5100845,1030860,520176,510684,1692442,77413,1615029,4989939,2350732,2639207,61191,15012,46179,5823,2209,3614,17775,5131,12644,368227,94739,273488
B0515,18,0,State - Assam,Total,Literate,11069629,4332471,6737158,6310632,3230364,3080268,2583044,139020,2444024,709346,300395,408951,181512,120117,61395,10998,5148,5850,2539,1472,1067,1271558,535955,735603
B0515,18,0,State - Assam,Total,Literate but below Matric/Secondary,8281329,3308468,4972861,5257237,2673105,2584132,1760268,97375,1662893,540453,231917,308536,81490,43556,37934,5858,2371,3487,1907,1104,803,634116,259040,375076
B0515,18,0,State - Assam,Total,Matric/Secondary but below Graduate,2002325,756592,1245733,916966,481438,435528,534215,25387,508828,81103,30058,51045,54574,40740,13834,3097,1555,1542,190,142,48,412180,177272,234908
B0515,18,0,State - Assam,Total,Technical Diploma or Certificate not equal to Degree,13259,9887,3372,7176,5441,1735,850,164,686,348,261,87,1664,1587,77,49,48,1,1,1,0,3171,2385,786
B0515,18,0,State - Assam,Total,Graduate and above other than Technical Degree,333647,118601,215046,58422,28797,29625,98359,4317,94042,13901,5371,8530,28885,24346,4539,1167,778,389,31,21,10,132882,54971,77911
B0515,18,0,State - Assam,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,23865,13357,10508,8112,5374,2738,3761,231,3530,877,368,509,3573,3131,442,72,57,15,3,3,0,7467,4193,3274
B0515,18,0,State - Assam,Rural,Total,16438751,6421137,10017614,6266054,3201522,3064532,3487907,194958,3292949,5154720,2417418,2737302,161934,85688,76246,7469,3370,4099,18863,5926,12937,1341804,512255,829549
B0515,18,0,State - Assam,Rural,Illiterate,7444631,2791401,4653230,896014,451488,444526,1548002,72784,1475218,4583694,2160972,2422722,53967,13457,40510,4414,1835,2579,16707,4678,12029,341833,86187,255646
B0515,18,0,State - Assam,Rural,Literate,8994120,3629736,5364384,5370040,2750034,2620006,1939905,122174,1817731,571026,256446,314580,107967,72231,35736,3055,1535,1520,2156,1248,908,999971,426068,573903
B0515,18,0,State - Assam,Rural,Literate but below Matric/Secondary,7064874,2879499,4185375,4596388,2335539,2260849,1420650,87723,1332927,448577,202576,246001,58907,33368,25539,2058,965,1093,1649,958,691,536645,218370,318275
B0515,18,0,State - Assam,Rural,Matric/Secondary but below Graduate,1411553,567334,844219,681728,361957,319771,332219,20890,311329,52903,21717,31186,30586,24581,6005,565,328,237,138,108,30,313414,137753,175661
B0515,18,0,State - Assam,Rural,Technical Diploma or Certificate not equal to Degree,5743,4335,1408,3322,2643,679,349,74,275,151,107,44,291,269,22,3,2,1,1,1,0,1626,1239,387
B0515,18,0,State - Assam,Rural,Graduate and above other than Technical Degree,158507,65970,92537,30702,16163,14539,33990,2832,31158,6297,3011,3286,9594,8694,900,141,106,35,14,10,4,77769,35154,42615
B0515,18,0,State - Assam,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,7991,4335,3656,2571,1824,747,1461,108,1353,439,183,256,729,595,134,5,4,1,2,2,0,2784,1619,1165
B0515,18,0,State - Assam,Urban,Total,2797135,976746,1820389,1075438,549018,526420,787579,21475,766104,544565,233709,310856,80769,49441,31328,9352,3987,5365,1451,677,774,297981,118439,179542
B0515,18,0,State - Assam,Urban,Illiterate,721626,274011,447615,134846,68688,66158,144440,4629,139811,406245,189760,216485,7224,1555,5669,1409,374,1035,1068,453,615,26394,8552,17842
B0515,18,0,State - Assam,Urban,Literate,2075509,702735,1372774,940592,480330,460262,643139,16846,626293,138320,43949,94371,73545,47886,25659,7943,3613,4330,383,224,159,271587,109887,161700
B0515,18,0,State - Assam,Urban,Literate but below Matric/Secondary,1216455,428969,787486,660849,337566,323283,339618,9652,329966,91876,29341,62535,22583,10188,12395,3800,1406,2394,258,146,112,97471,40670,56801
B0515,18,0,State - Assam,Urban,Matric/Secondary but below Graduate,590772,189258,401514,235238,119481,115757,201996,4497,197499,28200,8341,19859,23988,16159,7829,2532,1227,1305,52,34,18,98766,39519,59247
B0515,18,0,State - Assam,Urban,Technical Diploma or Certificate not equal to Degree,7516,5552,1964,3854,2798,1056,501,90,411,197,154,43,1373,1318,55,46,46,0,0,0,0,1545,1146,399
B0515,18,0,State - Assam,Urban,Graduate and above other than Technical Degree,175140,52631,122509,27720,12634,15086,64369,1485,62884,7604,2360,5244,19291,15652,3639,1026,672,354,17,11,6,55113,19817,35296
B0515,18,0,State - Assam,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,15874,9022,6852,5541,3550,1991,2300,123,2177,438,185,253,2844,2536,308,67,53,14,1,1,0,4683,2574,2109
B0515,19,0,State - West Bengal,Total,Total,56519760,20092980,36426780,20063808,10268804,9795004,12356625,404030,11952595,14292414,6516839,7775575,1074755,654681,420074,104306,48264,56042,75083,30455,44628,8552769,2169907,6382862
B0515,19,0,State - West Bengal,Total,Illiterate,20282309,7056464,13225845,2358802,1195688,1163114,4048316,143151,3905165,11609433,5317110,6292323,265218,74893,190325,44304,16013,28291,60353,20717,39636,1895883,288892,1606991
B0515,19,0,State - West Bengal,Total,Literate,36237451,13036516,23200935,17705006,9073116,8631890,8308309,260879,8047430,2682981,1199729,1483252,809537,579788,229749,60002,32251,27751,14730,9738,4992,6656886,1881015,4775871
B0515,19,0,State - West Bengal,Total,Literate but below Matric/Secondary,26651895,9430205,17221690,14355729,7209769,7145960,5874354,189876,5684478,1988619,901704,1086915,283731,159293,124438,34746,16266,18480,10381,6981,3400,4104335,946316,3158019
B0515,19,0,State - West Bengal,Total,Matric/Secondary but below Graduate,6424882,2458582,3966300,2840347,1560605,1279742,1450048,38844,1411204,347731,151332,196399,240792,191573,49219,13620,8707,4913,1777,1292,485,1530567,506229,1024338
B0515,19,0,State - West Bengal,Total,Technical Diploma or Certificate not equal to Degree,55553,45435,10118,25401,20465,4936,2432,496,1936,3057,2632,425,11396,10822,574,367,354,13,13,10,3,12887,10656,2231
B0515,19,0,State - West Bengal,Total,Graduate and above other than Technical Degree,1920292,725277,1195015,316647,180415,136232,551700,15503,536197,133663,54686,78977,215731,177286,38445,7085,4887,2198,540,374,166,694926,292126,402800
B0515,19,0,State - West Bengal,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,130069,79774,50295,38902,27207,11695,17312,963,16349,6910,3899,3011,25062,20748,4314,466,384,82,34,25,9,41383,26548,14835
B0515,19,0,State - West Bengal,Rural,Total,38100632,13633765,24466867,13948420,7122939,6825481,7729490,277602,7451888,10205022,4743370,5461652,456837,245379,211458,38502,16397,22105,55089,19304,35785,5667272,1208774,4458498
B0515,19,0,State - West Bengal,Rural,Illiterate,15284447,5216375,10068072,1619185,819472,799713,3088158,108058,2980100,8790267,4021678,4768589,204630,55363,149267,26207,9613,16594,46661,13696,32965,1509339,188495,1320844
B0515,19,0,State - West Bengal,Rural,Literate,22816185,8417390,14398795,12329235,6303467,6025768,4641332,169544,4471788,1414755,721692,693063,252207,190016,62191,12295,6784,5511,8428,5608,2820,4157933,1020279,3137654
B0515,19,0,State - West Bengal,Rural,Literate but below Matric/Secondary,18538933,6649320,11889613,10446194,5225514,5220680,3842847,138303,3704544,1180154,599646,580508,125674,78872,46802,9411,5005,4406,6734,4612,2122,2927919,597368,2330551
B0515,19,0,State - West Bengal,Rural,Matric/Secondary but below Graduate,3151979,1327849,1824130,1660289,935705,724584,497803,17534,480269,101043,57440,43603,69045,62176,6869,1387,975,412,479,399,80,821933,253620,568313
B0515,19,0,State - West Bengal,Rural,Technical Diploma or Certificate not equal to Degree,12002,10171,1831,6911,5960,951,300,70,230,366,322,44,1416,1342,74,14,12,2,3,3,0,2992,2462,530
B0515,19,0,State - West Bengal,Rural,Graduate and above other than Technical Degree,496928,255854,241074,131795,86126,45669,69352,4023,65329,19539,12937,6602,38649,35908,2741,398,318,80,100,83,17,237095,116459,120636
B0515,19,0,State - West Bengal,Rural,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,23514,17788,5726,7814,6360,1454,1387,155,1232,703,547,156,4760,4297,463,14,11,3,6,6,0,8830,6412,2418
B0515,19,0,State - West Bengal,Urban,Total,18419128,6459215,11959913,6115388,3145865,2969523,4627135,126428,4500707,4087392,1773469,2313923,617918,409302,208616,65804,31867,33937,19994,11151,8843,2885497,961133,1924364
B0515,19,0,State - West Bengal,Urban,Illiterate,4997862,1840089,3157773,739617,376216,363401,960158,35093,925065,2819166,1295432,1523734,60588,19530,41058,18097,6400,11697,13692,7021,6671,386544,100397,286147
B0515,19,0,State - West Bengal,Urban,Literate,13421266,4619126,8802140,5375771,2769649,2606122,3666977,91335,3575642,1268226,478037,790189,557330,389772,167558,47707,25467,22240,6302,4130,2172,2498953,860736,1638217
B0515,19,0,State - West Bengal,Urban,Literate but below Matric/Secondary,8112962,2780885,5332077,3909535,1984255,1925280,2031507,51573,1979934,808465,302058,506407,158057,80421,77636,25335,11261,14074,3647,2369,1278,1176416,348948,827468
B0515,19,0,State - West Bengal,Urban,Matric/Secondary but below Graduate,3272903,1130733,2142170,1180058,624900,555158,952245,21310,930935,246688,93892,152796,171747,129397,42350,12233,7732,4501,1298,893,405,708634,252609,456025
B0515,19,0,State - West Bengal,Urban,Technical Diploma or Certificate not equal to Degree,43551,35264,8287,18490,14505,3985,2132,426,1706,2691,2310,381,9980,9480,500,353,342,11,10,7,3,9895,8194,1701
B0515,19,0,State - West Bengal,Urban,Graduate and above other than Technical Degree,1423364,469423,953941,184852,94289,90563,482348,11480,470868,114124,41749,72375,177082,141378,35704,6687,4569,2118,440,291,149,457831,175667,282164
B0515,19,0,State - West Bengal,Urban,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,106555,61986,44569,31088,20847,10241,15925,808,15117,6207,3352,2855,20302,16451,3851,452,373,79,28,19,9,32553,20136,12417
B0515,20,0,State - Jharkhand,Total,Total,19889860,8505546,11384314,8818033,4735364,4082669,3480887,134143,3346744,6260187,2984669,3275518,320486,186906,133580,12860,6951,5909,9817,4913,4904,987590,452600,534990
B0515,20,0,State - Jharkhand,Total,Illiterate,9037779,3510463,5527316,1220888,620582,600306,1642646,64289,1578357,5702665,2697854,3004811,154581,49651,104930,5270,1966,3304,8488,3897,4591,303241,72224,231017
B0515,20,0,State - Jharkhand,Total,Literate,10852081,4995083,5856998,7597145,4114782,3482363,1838241,69854,1768387,557522,286815,270707,165905,137255,28650,7590,4985,2605,1329,1016,313,684349,380376,303973
B0515,20,0,State - Jharkhand,Total,Literate but below Matric/Secondary,7818683,3612297,4206386,6098484,3206281,2892203,1027251,41819,985432,354629,179829,174800,61709,47611,14098,3187,1719,1468,881,714,167,272542,134324,138218
B0515,20,0,State - Jharkhand,Total,Matric/Secondary but below Graduate,2145732,1002019,1143713,1253068,753183,499885,515754,16300,499454,97497,51642,45855,56857,49813,7044,2566,1874,692,154,130,24,219836,129077,90759
B0515,20,0,State - Jharkhand,Total,Technical Diploma or Certificate not equal to Degree,31169,25493,5676,19125,15646,3479,1162,237,925,1330,1179,151,2946,2764,182,115,107,8,0,0,0,6491,5560,931
B0515,20,0,State - Jharkhand,Total,Graduate and above other than Technical Degree,497689,207312,290377,139570,84197,55373,170572,5206,165366,27300,14650,12650,29741,26582,3159,1144,941,203,31,25,6,129331,75711,53620
B0515,20,0,State - Jharkhand,Total,Technical Degree or Diploma equal to Degree or Post-Graduate Degree,50312,31600,18712,22230,16022,6208,6635,331,6304,2031,1335,696,4777,4050,727,118,102,16,3,2,1,14518,9758,4760
B0515,20,0,State - Jharkhand,Rural,Total,14277921,6292344,7985577,6400917,3445908,2955009,2034788,95940,1938848,5033103,2404998,2628105,206720,102815,103905,4481,2168,2313,6145,3167,2978,591767,237348,354419
B0515,20,0,State - Jharkhand,Rural,Illiterate,7223919,2836836,4387083,920768,463959,456809,1208747,51458,1157289,4709501,2225420,2484081,133146,41220,91926,3055,1239,1816,5318,2484,2834,243384,51056,192328
B0515,20,0,State - Jharkhand,Rural,Literate,7054002,3455508,3598494,5480149,2981949,2498200,826041,44482,781559,323602,179578,144024,73574,61595,11979,1426,929,497,827,683,144,348383,186292,162091
B0515,20,0,State - Jharkhand,Rural,Literate but below Matric/Secondary,5702167,2740532,2961635,4689453,2469270,2220183,567644,30523,537121,227753,126299,101454,36857,29889,6968,791,475,316,585,499,86,179084,83577,95507
